date,gdp,real_gdp,unemployment_rate,interest_rate,fund_rate
2000-10-22,10435.744,14229.765,3.9,2.87662559,
2000-10-29,10435.744,14229.765,3.9,2.87662559,
2000-11-05,10435.744,14229.765,3.9,2.83313793,
2000-11-12,10435.744,14229.765,3.9,2.83313793,
2000-11-19,10435.744,14229.765,3.9,2.83313793,
2000-11-26,10435.744,14229.765,3.9,2.83313793,
2000-12-03,10435.744,14229.765,3.9,2.63921042,
2000-12-10,10435.744,14229.765,3.9,2.63921042,
2000-12-17,10435.744,14229.765,3.9,2.63921042,
2000-12-24,10435.744,14229.765,3.9,2.63921042,
2000-12-31,10435.744,14229.765,3.9,2.63921042,
2001-01-07,10470.231,14183.12,4.2,2.25143294,
2001-01-14,10470.231,14183.12,4.2,2.25143294,
2001-01-21,10470.231,14183.12,4.2,2.25143294,
2001-01-28,10470.231,14183.12,4.2,2.25143294,
2001-02-04,10470.231,14183.12,4.2,2.26701398,
2001-02-11,10470.231,14183.12,4.2,2.26701398,
2001-02-18,10470.231,14183.12,4.2,2.26701398,
2001-02-25,10470.231,14183.12,4.2,2.26701398,
2001-03-04,10470.231,14183.12,4.3,2.26729473,
2001-03-11,10470.231,14183.12,4.3,2.26729473,
2001-03-18,10470.231,14183.12,4.3,2.26729473,
2001-03-25,10470.231,14183.12,4.3,2.26729473,
2001-04-01,10599.0,14271.694,4.4,2.22098391,
2001-04-08,10599.0,14271.694,4.4,2.22098391,
2001-04-15,10599.0,14271.694,4.4,2.22098391,
2001-04-22,10599.0,14271.694,4.4,2.22098391,
2001-04-29,10599.0,14271.694,4.4,2.22098391,
2001-05-06,10599.0,14271.694,4.3,2.43341797,
2001-05-13,10599.0,14271.694,4.3,2.43341797,
2001-05-20,10599.0,14271.694,4.3,2.43341797,
2001-05-27,10599.0,14271.694,4.3,2.43341797,
2001-06-03,10599.0,14271.694,4.5,2.52645602,
2001-06-10,10599.0,14271.694,4.5,2.52645602,
2001-06-17,10599.0,14271.694,4.5,2.52645602,
2001-06-24,10599.0,14271.694,4.5,2.52645602,
2001-07-01,10598.02,14214.516,4.6,2.52836744,
2001-07-08,10598.02,14214.516,4.6,2.52836744,
2001-07-15,10598.02,14214.516,4.6,2.52836744,
2001-07-22,10598.02,14214.516,4.6,2.52836744,
2001-07-29,10598.02,14214.516,4.6,2.52836744,
2001-08-05,10598.02,14214.516,4.9,2.33436142,
2001-08-12,10598.02,14214.516,4.9,2.33436142,
2001-08-19,10598.02,14214.516,4.9,2.33436142,
2001-08-26,10598.02,14214.516,4.9,2.33436142,
2001-09-02,10598.02,14214.516,5.0,2.17776797,
2001-09-09,10598.02,14214.516,5.0,2.17776797,
2001-09-16,10598.02,14214.516,5.0,2.17776797,
2001-09-23,10598.02,14214.516,5.0,2.17776797,
2001-09-30,10598.02,14214.516,5.0,2.17776797,
2001-10-07,10660.465,14253.574,5.3,1.98693245,
2001-10-14,10660.465,14253.574,5.3,1.98693245,
2001-10-21,10660.465,14253.574,5.3,1.98693245,
2001-10-28,10660.465,14253.574,5.3,1.98693245,
2001-11-04,10660.465,14253.574,5.5,1.81476553,
2001-11-11,10660.465,14253.574,5.5,1.81476553,
2001-11-18,10660.465,14253.574,5.5,1.81476553,
2001-11-25,10660.465,14253.574,5.5,1.81476553,
2001-12-02,10660.465,14253.574,5.7,2.0405763,
2001-12-09,10660.465,14253.574,5.7,2.0405763,
2001-12-16,10660.465,14253.574,5.7,2.0405763,
2001-12-23,10660.465,14253.574,5.7,2.0405763,
2001-12-30,10660.465,14253.574,5.7,2.0405763,
2002-01-06,10783.5,14372.785,5.7,2.52349996,
2002-01-13,10783.5,14372.785,5.7,2.52349996,
2002-01-20,10783.5,14372.785,5.7,2.52349996,
2002-01-27,10783.5,14372.785,5.7,2.52349996,
2002-02-03,10783.5,14372.785,5.7,2.40007343,
2002-02-10,10783.5,14372.785,5.7,2.40007343,
2002-02-17,10783.5,14372.785,5.7,2.40007343,
2002-02-24,10783.5,14372.785,5.7,2.40007343,
2002-03-03,10783.5,14372.785,5.7,2.42129018,
2002-03-10,10783.5,14372.785,5.7,2.42129018,
2002-03-17,10783.5,14372.785,5.7,2.42129018,
2002-03-24,10783.5,14372.785,5.7,2.42129018,
2002-03-31,10783.5,14372.785,5.7,2.42129018,
2002-04-07,10887.46,14460.848,5.9,2.70112632,
2002-04-14,10887.46,14460.848,5.9,2.70112632,
2002-04-21,10887.46,14460.848,5.9,2.70112632,
2002-04-28,10887.46,14460.848,5.9,2.70112632,
2002-05-05,10887.46,14460.848,5.8,2.35054993,
2002-05-12,10887.46,14460.848,5.8,2.35054993,
2002-05-19,10887.46,14460.848,5.8,2.35054993,
2002-05-26,10887.46,14460.848,5.8,2.35054993,
2002-06-02,10887.46,14460.848,5.8,2.31986391,
2002-06-09,10887.46,14460.848,5.8,2.31986391,
2002-06-16,10887.46,14460.848,5.8,2.31986391,
2002-06-23,10887.46,14460.848,5.8,2.31986391,
2002-06-30,10887.46,14460.848,5.8,2.31986391,
2002-07-07,10984.04,14519.633,5.8,2.14192855,
2002-07-14,10984.04,14519.633,5.8,2.14192855,
2002-07-21,10984.04,14519.633,5.8,2.14192855,
2002-07-28,10984.04,14519.633,5.8,2.14192855,
2002-08-04,10984.04,14519.633,5.7,1.74226259,
2002-08-11,10984.04,14519.633,5.7,1.74226259,
2002-08-18,10984.04,14519.633,5.7,1.74226259,
2002-08-25,10984.04,14519.633,5.7,1.74226259,
2002-09-01,10984.04,14519.633,5.7,1.44610825,
2002-09-08,10984.04,14519.633,5.7,1.44610825,
2002-09-15,10984.04,14519.633,5.7,1.44610825,
2002-09-22,10984.04,14519.633,5.7,1.44610825,
2002-09-29,10984.04,14519.633,5.7,1.44610825,
2002-10-06,11061.433,14537.58,5.7,1.26869564,
2002-10-13,11061.433,14537.58,5.7,1.26869564,
2002-10-20,11061.433,14537.58,5.7,1.26869564,
2002-10-27,11061.433,14537.58,5.7,1.26869564,
2002-11-03,11061.433,14537.58,5.9,1.39558681,
2002-11-10,11061.433,14537.58,5.9,1.39558681,
2002-11-17,11061.433,14537.58,5.9,1.39558681,
2002-11-24,11061.433,14537.58,5.9,1.39558681,
2002-12-01,11061.433,14537.58,6.0,1.69225366,
2002-12-08,11061.433,14537.58,6.0,1.69225366,
2002-12-15,11061.433,14537.58,6.0,1.69225366,
2002-12-22,11061.433,14537.58,6.0,1.69225366,
2002-12-29,11061.433,14537.58,6.0,1.69225366,
2003-01-05,11174.129,14614.141,5.8,1.48820174,
2003-01-12,11174.129,14614.141,5.8,1.48820174,
2003-01-19,11174.129,14614.141,5.8,1.48820174,
2003-01-26,11174.129,14614.141,5.8,1.48820174,
2003-02-02,11174.129,14614.141,5.9,1.466379,
2003-02-09,11174.129,14614.141,5.9,1.466379,
2003-02-16,11174.129,14614.141,5.9,1.466379,
2003-02-23,11174.129,14614.141,5.9,1.466379,
2003-03-02,11174.129,14614.141,5.9,1.22359095,
2003-03-09,11174.129,14614.141,5.9,1.22359095,
2003-03-16,11174.129,14614.141,5.9,1.22359095,
2003-03-23,11174.129,14614.141,5.9,1.22359095,
2003-03-30,11174.129,14614.141,5.9,1.22359095,
2003-04-06,11312.766,14743.567,6.0,1.30961847,
2003-04-13,11312.766,14743.567,6.0,1.30961847,
2003-04-20,11312.766,14743.567,6.0,1.30961847,
2003-04-27,11312.766,14743.567,6.0,1.30961847,
2003-05-04,11312.766,14743.567,6.1,1.37072098,
2003-05-11,11312.766,14743.567,6.1,1.37072098,
2003-05-18,11312.766,14743.567,6.1,1.37072098,
2003-05-25,11312.766,14743.567,6.1,1.37072098,
2003-06-01,11312.766,14743.567,6.3,0.90511574,
2003-06-08,11312.766,14743.567,6.3,0.90511574,
2003-06-15,11312.766,14743.567,6.3,0.90511574,
2003-06-22,11312.766,14743.567,6.3,0.90511574,
2003-06-29,11312.766,14743.567,6.3,0.90511574,
2003-07-06,11566.669,14988.782,6.2,1.12868896,
2003-07-13,11566.669,14988.782,6.2,1.12868896,
2003-07-20,11566.669,14988.782,6.2,1.12868896,
2003-07-27,11566.669,14988.782,6.2,1.12868896,
2003-08-03,11566.669,14988.782,6.1,1.75170446,
2003-08-10,11566.669,14988.782,6.1,1.75170446,
2003-08-17,11566.669,14988.782,6.1,1.75170446,
2003-08-24,11566.669,14988.782,6.1,1.75170446,
2003-08-31,11566.669,14988.782,6.1,1.75170446,
2003-09-07,11566.669,14988.782,6.1,1.89723825,
2003-09-14,11566.669,14988.782,6.1,1.89723825,
2003-09-21,11566.669,14988.782,6.1,1.89723825,
2003-09-28,11566.669,14988.782,6.1,1.89723825,
2003-10-05,11772.234,15162.76,6.0,1.38081936,
2003-10-12,11772.234,15162.76,6.0,1.38081936,
2003-10-19,11772.234,15162.76,6.0,1.38081936,
2003-10-26,11772.234,15162.76,6.0,1.38081936,
2003-11-02,11772.234,15162.76,5.8,1.71390165,
2003-11-09,11772.234,15162.76,5.8,1.71390165,
2003-11-16,11772.234,15162.76,5.8,1.71390165,
2003-11-23,11772.234,15162.76,5.8,1.71390165,
2003-11-30,11772.234,15162.76,5.8,1.71390165,
2003-12-07,11772.234,15162.76,5.7,1.71357266,
2003-12-14,11772.234,15162.76,5.7,1.71357266,
2003-12-21,11772.234,15162.76,5.7,1.71357266,
2003-12-28,11772.234,15162.76,5.7,1.71357266,
2004-01-04,11923.447,15248.68,5.7,1.70195436,
2004-01-11,11923.447,15248.68,5.7,1.70195436,
2004-01-18,11923.447,15248.68,5.7,1.70195436,
2004-01-25,11923.447,15248.68,5.7,1.70195436,
2004-02-01,11923.447,15248.68,5.6,1.57158074,
2004-02-08,11923.447,15248.68,5.6,1.57158074,
2004-02-15,11923.447,15248.68,5.6,1.57158074,
2004-02-22,11923.447,15248.68,5.6,1.57158074,
2004-02-29,11923.447,15248.68,5.6,1.57158074,
2004-03-07,11923.447,15248.68,5.8,1.47016466,
2004-03-14,11923.447,15248.68,5.8,1.47016466,
2004-03-21,11923.447,15248.68,5.8,1.47016466,
2004-03-28,11923.447,15248.68,5.8,1.47016466,
2004-04-04,12112.815,15366.85,5.6,1.35814941,
2004-04-11,12112.815,15366.85,5.6,1.35814941,
2004-04-18,12112.815,15366.85,5.6,1.35814941,
2004-04-25,12112.815,15366.85,5.6,1.35814941,
2004-05-02,12112.815,15366.85,5.6,1.88324516,
2004-05-09,12112.815,15366.85,5.6,1.88324516,
2004-05-16,12112.815,15366.85,5.6,1.88324516,
2004-05-23,12112.815,15366.85,5.6,1.88324516,
2004-05-30,12112.815,15366.85,5.6,1.88324516,
2004-06-06,12112.815,15366.85,5.6,1.94657611,
2004-06-13,12112.815,15366.85,5.6,1.94657611,
2004-06-20,12112.815,15366.85,5.6,1.94657611,
2004-06-27,12112.815,15366.85,5.6,1.94657611,
2004-07-04,12305.307,15512.619,5.5,1.93379862,
2004-07-11,12305.307,15512.619,5.5,1.93379862,
2004-07-18,12305.307,15512.619,5.5,1.93379862,
2004-07-25,12305.307,15512.619,5.5,1.93379862,
2004-08-01,12305.307,15512.619,5.4,1.85580269,
2004-08-08,12305.307,15512.619,5.4,1.85580269,
2004-08-15,12305.307,15512.619,5.4,1.85580269,
2004-08-22,12305.307,15512.619,5.4,1.85580269,
2004-08-29,12305.307,15512.619,5.4,1.85580269,
2004-09-05,12305.307,15512.619,5.4,1.48469164,
2004-09-12,12305.307,15512.619,5.4,1.48469164,
2004-09-19,12305.307,15512.619,5.4,1.48469164,
2004-09-26,12305.307,15512.619,5.4,1.48469164,
2004-10-03,12527.214,15670.88,5.5,1.6871063,
2004-10-10,12527.214,15670.88,5.5,1.6871063,
2004-10-17,12527.214,15670.88,5.5,1.6871063,
2004-10-24,12527.214,15670.88,5.5,1.6871063,
2004-10-31,12527.214,15670.88,5.5,1.6871063,
2004-11-07,12527.214,15670.88,5.4,1.60768876,
2004-11-14,12527.214,15670.88,5.4,1.60768876,
2004-11-21,12527.214,15670.88,5.4,1.60768876,
2004-11-28,12527.214,15670.88,5.4,1.60768876,
2004-12-05,12527.214,15670.88,5.4,1.90953662,
2004-12-12,12527.214,15670.88,5.4,1.90953662,
2004-12-19,12527.214,15670.88,5.4,1.90953662,
2004-12-26,12527.214,15670.88,5.4,1.90953662,
2005-01-02,12767.286,15844.727,5.3,1.7792759,
2005-01-09,12767.286,15844.727,5.3,1.7792759,
2005-01-16,12767.286,15844.727,5.3,1.7792759,
2005-01-23,12767.286,15844.727,5.3,1.7792759,
2005-01-30,12767.286,15844.727,5.3,1.7792759,
2005-02-06,12767.286,15844.727,5.4,1.81315912,
2005-02-13,12767.286,15844.727,5.4,1.81315912,
2005-02-20,12767.286,15844.727,5.4,1.81315912,
2005-02-27,12767.286,15844.727,5.4,1.81315912,
2005-03-06,12767.286,15844.727,5.2,1.97934111,
2005-03-13,12767.286,15844.727,5.2,1.97934111,
2005-03-20,12767.286,15844.727,5.2,1.97934111,
2005-03-27,12767.286,15844.727,5.2,1.97934111,
2005-04-03,12922.656,15922.782,5.2,2.02052684,
2005-04-10,12922.656,15922.782,5.2,2.02052684,
2005-04-17,12922.656,15922.782,5.2,2.02052684,
2005-04-24,12922.656,15922.782,5.2,2.02052684,
2005-05-01,12922.656,15922.782,5.1,1.78986568,
2005-05-08,12922.656,15922.782,5.1,1.78986568,
2005-05-15,12922.656,15922.782,5.1,1.78986568,
2005-05-22,12922.656,15922.782,5.1,1.78986568,
2005-05-29,12922.656,15922.782,5.1,1.78986568,
2005-06-05,12922.656,15922.782,5.0,1.66688811,
2005-06-12,12922.656,15922.782,5.0,1.66688811,
2005-06-19,12922.656,15922.782,5.0,1.66688811,
2005-06-26,12922.656,15922.782,5.0,1.66688811,
2005-07-03,13142.642,16047.587,5.0,1.82002108,
2005-07-10,13142.642,16047.587,5.0,1.82002108,
2005-07-17,13142.642,16047.587,5.0,1.82002108,
2005-07-24,13142.642,16047.587,5.0,1.82002108,
2005-07-31,13142.642,16047.587,5.0,1.82002108,
2005-08-07,13142.642,16047.587,4.9,2.00821677,
2005-08-14,13142.642,16047.587,4.9,2.00821677,
2005-08-21,13142.642,16047.587,4.9,2.00821677,
2005-08-28,13142.642,16047.587,4.9,2.00821677,
2005-09-04,13142.642,16047.587,5.0,1.73569017,
2005-09-11,13142.642,16047.587,5.0,1.73569017,
2005-09-18,13142.642,16047.587,5.0,1.73569017,
2005-09-25,13142.642,16047.587,5.0,1.73569017,
2005-10-02,13324.204,16136.734,5.0,1.96704484,
2005-10-09,13324.204,16136.734,5.0,1.96704484,
2005-10-16,13324.204,16136.734,5.0,1.96704484,
2005-10-23,13324.204,16136.734,5.0,1.96704484,
2005-10-30,13324.204,16136.734,5.0,1.96704484,
2005-11-06,13324.204,16136.734,5.0,2.07568901,
2005-11-13,13324.204,16136.734,5.0,2.07568901,
2005-11-20,13324.204,16136.734,5.0,2.07568901,
2005-11-27,13324.204,16136.734,5.0,2.07568901,
2005-12-04,13324.204,16136.734,4.9,2.01834727,
2005-12-11,13324.204,16136.734,4.9,2.01834727,
2005-12-18,13324.204,16136.734,4.9,2.01834727,
2005-12-25,13324.204,16136.734,4.9,2.01834727,
2006-01-01,13599.16,16353.835,4.7,2.06484172,
2006-01-08,13599.16,16353.835,4.7,2.06484172,
2006-01-15,13599.16,16353.835,4.7,2.06484172,
2006-01-22,13599.16,16353.835,4.7,2.06484172,
2006-01-29,13599.16,16353.835,4.7,2.06484172,
2006-02-05,13599.16,16353.835,4.8,2.20441278,
2006-02-12,13599.16,16353.835,4.8,2.20441278,
2006-02-19,13599.16,16353.835,4.8,2.20441278,
2006-02-26,13599.16,16353.835,4.8,2.20441278,
2006-03-05,13599.16,16353.835,4.7,2.38362088,
2006-03-12,13599.16,16353.835,4.7,2.38362088,
2006-03-19,13599.16,16353.835,4.7,2.38362088,
2006-03-26,13599.16,16353.835,4.7,2.38362088,
2006-04-02,13753.424,16396.151,4.7,2.35839303,
2006-04-09,13753.424,16396.151,4.7,2.35839303,
2006-04-16,13753.424,16396.151,4.7,2.35839303,
2006-04-23,13753.424,16396.151,4.7,2.35839303,
2006-04-30,13753.424,16396.151,4.7,2.35839303,
2006-05-07,13753.424,16396.151,4.6,2.40637015,
2006-05-14,13753.424,16396.151,4.6,2.40637015,
2006-05-21,13753.424,16396.151,4.6,2.40637015,
2006-05-28,13753.424,16396.151,4.6,2.40637015,
2006-06-04,13753.424,16396.151,4.6,2.45080986,
2006-06-11,13753.424,16396.151,4.6,2.45080986,
2006-06-18,13753.424,16396.151,4.6,2.45080986,
2006-06-25,13753.424,16396.151,4.6,2.45080986,
2006-07-02,13870.188,16420.738,4.7,2.49634953,
2006-07-09,13870.188,16420.738,4.7,2.49634953,
2006-07-16,13870.188,16420.738,4.7,2.49634953,
2006-07-23,13870.188,16420.738,4.7,2.49634953,
2006-07-30,13870.188,16420.738,4.7,2.49634953,
2006-08-06,13870.188,16420.738,4.7,2.2982861,
2006-08-13,13870.188,16420.738,4.7,2.2982861,
2006-08-20,13870.188,16420.738,4.7,2.2982861,
2006-08-27,13870.188,16420.738,4.7,2.2982861,
2006-09-03,13870.188,16420.738,4.5,2.20605719,
2006-09-10,13870.188,16420.738,4.5,2.20605719,
2006-09-17,13870.188,16420.738,4.5,2.20605719,
2006-09-24,13870.188,16420.738,4.5,2.20605719,
2006-10-01,14039.56,16561.866,4.4,2.21206207,
2006-10-08,14039.56,16561.866,4.4,2.21206207,
2006-10-15,14039.56,16561.866,4.4,2.21206207,
2006-10-22,14039.56,16561.866,4.4,2.21206207,
2006-10-29,14039.56,16561.866,4.4,2.21206207,
2006-11-05,14039.56,16561.866,4.5,2.1998854,
2006-11-12,14039.56,16561.866,4.5,2.1998854,
2006-11-19,14039.56,16561.866,4.5,2.1998854,
2006-11-26,14039.56,16561.866,4.5,2.1998854,
2006-12-03,14039.56,16561.866,4.4,2.12213778,
2006-12-10,14039.56,16561.866,4.4,2.12213778,
2006-12-17,14039.56,16561.866,4.4,2.12213778,
2006-12-24,14039.56,16561.866,4.4,2.12213778,
2006-12-31,14039.56,16561.866,4.4,2.12213778,
2007-01-07,14215.651,16611.69,4.6,2.14807579,
2007-01-14,14215.651,16611.69,4.6,2.14807579,
2007-01-21,14215.651,16611.69,4.6,2.14807579,
2007-01-28,14215.651,16611.69,4.6,2.14807579,
2007-02-04,14215.651,16611.69,4.5,2.28715091,
2007-02-11,14215.651,16611.69,4.5,2.28715091,
2007-02-18,14215.651,16611.69,4.5,2.28715091,
2007-02-25,14215.651,16611.69,4.5,2.28715091,
2007-03-04,14215.651,16611.69,4.4,2.0249864,
2007-03-11,14215.651,16611.69,4.4,2.0249864,
2007-03-18,14215.651,16611.69,4.4,2.0249864,
2007-03-25,14215.651,16611.69,4.4,2.0249864,
2007-04-01,14402.082,16713.314,4.5,2.07748685,
2007-04-08,14402.082,16713.314,4.5,2.07748685,
2007-04-15,14402.082,16713.314,4.5,2.07748685,
2007-04-22,14402.082,16713.314,4.5,2.07748685,
2007-04-29,14402.082,16713.314,4.5,2.07748685,
2007-05-06,14402.082,16713.314,4.4,2.0318442,
2007-05-13,14402.082,16713.314,4.4,2.0318442,
2007-05-20,14402.082,16713.314,4.4,2.0318442,
2007-05-27,14402.082,16713.314,4.4,2.0318442,
2007-06-03,14402.082,16713.314,4.6,2.24630973,
2007-06-10,14402.082,16713.314,4.6,2.24630973,
2007-06-17,14402.082,16713.314,4.6,2.24630973,
2007-06-24,14402.082,16713.314,4.6,2.24630973,
2007-07-01,14564.117,16809.587,4.7,2.37357342,
2007-07-08,14564.117,16809.587,4.7,2.37357342,
2007-07-15,14564.117,16809.587,4.7,2.37357342,
2007-07-22,14564.117,16809.587,4.7,2.37357342,
2007-07-29,14564.117,16809.587,4.7,2.37357342,
2007-08-05,14564.117,16809.587,4.6,2.13388077,
2007-08-12,14564.117,16809.587,4.6,2.13388077,
2007-08-19,14564.117,16809.587,4.6,2.13388077,
2007-08-26,14564.117,16809.587,4.6,2.13388077,
2007-09-02,14564.117,16809.587,4.7,1.94622258,
2007-09-09,14564.117,16809.587,4.7,1.94622258,
2007-09-16,14564.117,16809.587,4.7,1.94622258,
2007-09-23,14564.117,16809.587,4.7,1.94622258,
2007-09-30,14564.117,16809.587,4.7,1.94622258,
2007-10-07,14715.058,16915.191,4.7,1.98911422,
2007-10-14,14715.058,16915.191,4.7,1.98911422,
2007-10-21,14715.058,16915.191,4.7,1.98911422,
2007-10-28,14715.058,16915.191,4.7,1.98911422,
2007-11-04,14715.058,16915.191,4.7,1.82624712,
2007-11-11,14715.058,16915.191,4.7,1.82624712,
2007-11-18,14715.058,16915.191,4.7,1.82624712,
2007-11-25,14715.058,16915.191,4.7,1.82624712,
2007-12-02,14715.058,16915.191,5.0,1.38696881,
2007-12-09,14715.058,16915.191,5.0,1.38696881,
2007-12-16,14715.058,16915.191,5.0,1.38696881,
2007-12-23,14715.058,16915.191,5.0,1.38696881,
2007-12-30,14715.058,16915.191,5.0,1.38696881,
2008-01-06,14706.538,16843.003,5.0,1.39949068,
2008-01-13,14706.538,16843.003,5.0,1.39949068,
2008-01-20,14706.538,16843.003,5.0,1.39949068,
2008-01-27,14706.538,16843.003,5.0,1.39949068,
2008-02-03,14706.538,16843.003,4.9,1.11112286,
2008-02-10,14706.538,16843.003,4.9,1.11112286,
2008-02-17,14706.538,16843.003,4.9,1.11112286,
2008-02-24,14706.538,16843.003,4.9,1.11112286,
2008-03-02,14706.538,16843.003,5.1,1.02522008,
2008-03-09,14706.538,16843.003,5.1,1.02522008,
2008-03-16,14706.538,16843.003,5.1,1.02522008,
2008-03-23,14706.538,16843.003,5.1,1.02522008,
2008-03-30,14706.538,16843.003,5.1,1.02522008,
2008-04-06,14865.701,16943.291,5.0,1.06289422,
2008-04-13,14865.701,16943.291,5.0,1.06289422,
2008-04-20,14865.701,16943.291,5.0,1.06289422,
2008-04-27,14865.701,16943.291,5.0,1.06289422,
2008-05-04,14865.701,16943.291,5.4,1.40051629,
2008-05-11,14865.701,16943.291,5.4,1.40051629,
2008-05-18,14865.701,16943.291,5.4,1.40051629,
2008-05-25,14865.701,16943.291,5.4,1.40051629,
2008-06-01,14865.701,16943.291,5.6,1.48755401,
2008-06-08,14865.701,16943.291,5.6,1.48755401,
2008-06-15,14865.701,16943.291,5.6,1.48755401,
2008-06-22,14865.701,16943.291,5.6,1.48755401,
2008-06-29,14865.701,16943.291,5.6,1.48755401,
2008-07-06,14898.999,16854.295,5.8,1.44558109,
2008-07-13,14898.999,16854.295,5.8,1.44558109,
2008-07-20,14898.999,16854.295,5.8,1.44558109,
2008-07-27,14898.999,16854.295,5.8,1.44558109,
2008-08-03,14898.999,16854.295,6.1,1.35649733,
2008-08-10,14898.999,16854.295,6.1,1.35649733,
2008-08-17,14898.999,16854.295,6.1,1.35649733,
2008-08-24,14898.999,16854.295,6.1,1.35649733,
2008-08-31,14898.999,16854.295,6.1,1.35649733,
2008-09-07,14898.999,16854.295,6.1,1.23957472,
2008-09-14,14898.999,16854.295,6.1,1.23957472,
2008-09-21,14898.999,16854.295,6.1,1.23957472,
2008-09-28,14898.999,16854.295,6.1,1.23957472,
2008-10-05,14608.209,16485.35,6.5,1.48506331,
2008-10-12,14608.209,16485.35,6.5,1.48506331,
2008-10-19,14608.209,16485.35,6.5,1.48506331,
2008-10-26,14608.209,16485.35,6.5,1.48506331,
2008-11-02,14608.209,16485.35,6.8,1.63162854,
2008-11-09,14608.209,16485.35,6.8,1.63162854,
2008-11-16,14608.209,16485.35,6.8,1.63162854,
2008-11-23,14608.209,16485.35,6.8,1.63162854,
2008-11-30,14608.209,16485.35,6.8,1.63162854,
2008-12-07,14608.209,16485.35,7.3,0.97537985,
2008-12-14,14608.209,16485.35,7.3,0.97537985,
2008-12-21,14608.209,16485.35,7.3,0.97537985,
2008-12-28,14608.209,16485.35,7.3,0.97537985,
2009-01-04,14430.902,16298.262,7.8,0.93854104,
2009-01-11,14430.902,16298.262,7.8,0.93854104,
2009-01-18,14430.902,16298.262,7.8,0.93854104,
2009-01-25,14430.902,16298.262,7.8,0.93854104,
2009-02-01,14430.902,16298.262,8.3,1.03930649,
2009-02-08,14430.902,16298.262,8.3,1.03930649,
2009-02-15,14430.902,16298.262,8.3,1.03930649,
2009-02-22,14430.902,16298.262,8.3,1.03930649,
2009-03-01,14430.902,16298.262,8.7,1.25074177,
2009-03-08,14430.902,16298.262,8.7,1.25074177,
2009-03-15,14430.902,16298.262,8.7,1.25074177,
2009-03-22,14430.902,16298.262,8.7,1.25074177,
2009-03-29,14430.902,16298.262,8.7,1.25074177,
2009-04-05,14381.236,16269.145,9.0,0.71281967,
2009-04-12,14381.236,16269.145,9.0,0.71281967,
2009-04-19,14381.236,16269.145,9.0,0.71281967,
2009-04-26,14381.236,16269.145,9.0,0.71281967,
2009-05-03,14381.236,16269.145,9.4,1.0174109,
2009-05-10,14381.236,16269.145,9.4,1.0174109,
2009-05-17,14381.236,16269.145,9.4,1.0174109,
2009-05-24,14381.236,16269.145,9.4,1.0174109,
2009-05-31,14381.236,16269.145,9.4,1.0174109,
2009-06-07,14381.236,16269.145,9.5,1.32210554,
2009-06-14,14381.236,16269.145,9.5,1.32210554,
2009-06-21,14381.236,16269.145,9.5,1.32210554,
2009-06-28,14381.236,16269.145,9.5,1.32210554,
2009-07-05,14448.882,16326.281,9.5,1.26690282,
