Date,Open,High,Low,Close,Adj Close,Volume
2020-11-29,363.8399963378906,364.17999267578125,362.5799865722656,363.6700134277344,347.7974853515625,28514100
2020-12-06,367.32000732421875,369.8500061035156,367.2200012207031,369.8500061035156,353.707763671875,50749900
2020-12-13,364.8999938964844,366.739990234375,363.260009765625,366.29998779296875,350.3126525878906,57698600
2020-12-20,370.9700012207031,371.1499938964844,367.0199890136719,369.17999267578125,354.57196044921875,136542300
2020-12-27,368.0799865722656,369.0299987792969,367.45001220703125,369.0,354.3990783691406,26457900
2021-01-03,371.7799987792969,374.6600036621094,371.2300109863281,373.8800048828125,359.0860290527344,78520700
2021-01-10,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,366.1740417480469,71677200
2021-01-17,376.7200012207031,377.5799865722656,373.70001220703125,375.70001220703125,360.833984375,107160000
2021-01-24,382.25,384.1300048828125,381.8399963378906,382.8800048828125,367.7298889160156,52860500
2021-01-31,375.6300048828125,376.6700134277344,368.2699890136719,370.07000732421875,355.4267578125,126765100
2021-02-07,388.20001220703125,388.4700012207031,386.1400146484375,387.7099914550781,372.3687438964844,48669800
2021-02-14,389.8500061035156,392.8999938964844,389.7699890136719,392.6400146484375,377.1037292480469,50593300
2021-02-21,392.07000732421875,392.3800048828125,389.54998779296875,390.0299987792969,374.5968933105469,83241000
2021-02-28,384.3500061035156,385.5799865722656,378.2300109863281,380.3599853515625,365.3096008300781,152701600
2021-03-07,380.4599914550781,384.760009765625,372.6400146484375,383.6300048828125,368.4501953125,152039600
2021-03-14,392.07000732421875,394.2099914550781,391.20001220703125,394.05999755859375,378.4674072265625,64653600
2021-03-21,389.8800048828125,391.57000732421875,387.1499938964844,389.4800109863281,375.29388427734375,113624500
2021-03-28,390.92999267578125,396.4100036621094,390.2900085449219,395.9800109863281,381.5571594238281,114409100
2021-04-04,398.3999938964844,400.6700134277344,398.17999267578125,400.6099853515625,386.01849365234375,99682900
2021-04-11,408.3900146484375,411.6700134277344,408.260009765625,411.489990234375,396.502197265625,61104600
2021-04-18,417.25,417.9100036621094,415.7300109863281,417.260009765625,402.0620422363281,82037300
2021-04-25,412.8699951171875,418.25,412.7900085449219,416.739990234375,401.5610046386719,73209200
2021-05-02,417.6300048828125,418.5400085449219,416.3399963378906,417.29998779296875,402.1005554199219,85527000
2021-05-09,419.8900146484375,422.82000732421875,419.1600036621094,422.1199951171875,406.7450256347656,67733800
2021-05-16,413.2099914550781,417.489990234375,413.17999267578125,416.5799865722656,401.40679931640625,82201600
2021-05-23,416.8699951171875,418.20001220703125,414.45001220703125,414.94000244140625,399.8265686035156,76578700
2021-05-30,420.9700012207031,421.25,419.7900085449219,420.0400085449219,404.74078369140625,58520200
2021-06-06,420.75,422.9200134277344,418.8399963378906,422.6000061035156,407.2075500488281,55938800
2021-06-13,424.20001220703125,424.42999267578125,422.82000732421875,424.30999755859375,408.85528564453125,45570800
2021-06-20,417.0899963378906,417.8299865722656,414.70001220703125,414.9200134277344,401.1152648925781,118676300
2021-06-27,425.8999938964844,427.0899963378906,425.54998779296875,426.6099853515625,412.41632080078125,58129500
2021-07-04,431.6700134277344,434.1000061035156,430.5199890136719,433.7200012207031,419.289794921875,57697700
2021-07-11,432.5299987792969,435.8399963378906,430.7099914550781,435.5199890136719,421.0299072265625,76238600
2021-07-18,436.010009765625,436.05999755859375,430.9200134277344,431.3399963378906,416.98895263671875,75874700
2021-07-25,437.5199890136719,440.29998779296875,436.7900085449219,439.94000244140625,425.3028259277344,63766600
2021-08-01,437.9100036621094,440.05999755859375,437.7699890136719,438.510009765625,423.9204406738281,68951200
2021-08-08,442.1000061035156,442.94000244140625,441.79998779296875,442.489990234375,427.76800537109375,46930000
2021-08-15,445.5899963378906,445.94000244140625,445.07000732421875,445.9200134277344,431.0838928222656,39470300
2021-08-22,440.2300109863281,443.7099914550781,439.7099914550781,443.3599853515625,428.60906982421875,72008700
2021-08-29,447.1199951171875,450.6499938964844,447.05999755859375,450.25,435.2698059082031,77235100
2021-09-05,451.9800109863281,453.6300048828125,451.54998779296875,453.0799865722656,438.0056457519531,47170500
2021-09-12,451.0400085449219,451.489990234375,445.30999755859375,445.44000244140625,430.6198425292969,89948200
2021-09-19,444.9200134277344,445.3699951171875,441.0199890136719,441.3999938964844,428.0812683105469,118425000
2021-09-26,441.44000244140625,444.6700134277344,441.2099914550781,443.9100036621094,430.515625,62094800
2021-10-03,430.9800109863281,436.0299987792969,427.2300109863281,434.239990234375,421.1373596191406,129240100
2021-10-10,439.4800109863281,439.8900146484375,437.19000244140625,437.8599853515625,424.64813232421875,74557400
2021-10-17,444.75,446.260009765625,444.0899963378906,445.8699951171875,432.4164123535156,66260200
2021-10-24,453.1300048828125,454.6700134277344,451.04998779296875,453.1199951171875,439.44769287109375,58845100
2021-10-31,455.8699951171875,459.55999755859375,455.55999755859375,459.25,445.3927307128906,70162400
2021-11-07,469.2799987792969,470.6499938964844,466.9200134277344,468.5299987792969,454.3927307128906,66390600
2021-11-14,465.1199951171875,467.8599853515625,464.1099853515625,467.2699890136719,453.1707458496094,53466700
2021-11-21,469.6099853515625,470.94000244140625,468.5,468.8900146484375,454.74188232421875,57315600
2021-11-28,462.3399963378906,463.8999938964844,457.7699890136719,458.9700012207031,445.1211853027344,112669600
2021-12-05,459.1700134277344,460.29998779296875,448.9200134277344,453.4200134277344,439.7386474609375,137331600
2021-12-12,469.2300109863281,470.8999938964844,466.510009765625,470.739990234375,456.5359802246094,77159800
2021-12-19,461.54998779296875,464.739990234375,458.05999755859375,459.8699951171875,447.5608825683594,135511600
2021-12-26,468.75,472.19000244140625,468.6400146484375,470.6000061035156,458.0036926269531,56439700
2022-01-02,475.6400146484375,476.8599853515625,474.6700134277344,474.9599914550781,462.2469787597656,65237400
2022-01-09,467.95001220703125,469.20001220703125,464.6499938964844,466.0899963378906,453.6144104003906,85111600
2022-01-16,461.19000244140625,465.0899963378906,459.8999938964844,464.7200012207031,452.2811279296875,95890900
2022-01-23,445.55999755859375,448.05999755859375,437.95001220703125,437.9800109863281,426.2568054199219,202271200
2022-01-30,432.67999267578125,442.0,427.82000732421875,441.95001220703125,430.12054443359375,164457400
2022-02-06,446.3500061035156,452.7799987792969,443.8299865722656,448.70001220703125,436.68988037109375,118454400
2022-02-13,449.4100036621094,451.6099853515625,438.94000244140625,440.4599914550781,428.67041015625,153214600
2022-02-20,437.3299865722656,438.6600036621094,431.82000732421875,434.2300109863281,422.607177734375,132642900
2022-02-27,429.6099853515625,437.8399963378906,427.8599853515625,437.75,426.032958984375,121804500
2022-03-06,431.75,433.3699951171875,427.8800048828125,432.1700134277344,420.60235595703125,113978200
2022-03-13,428.1199951171875,428.7699890136719,419.5299987792969,420.07000732421875,408.8262023925781,95636300
2022-03-20,438.0,444.8599853515625,437.2200012207031,444.5199890136719,433.9657287597656,106345500
2022-03-27,451.1600036621094,452.9800109863281,448.42999267578125,452.69000244140625,441.9417724609375,77101300
2022-04-03,453.30999755859375,453.4599914550781,449.1400146484375,452.9200134277344,442.1663513183594,89048800
2022-04-10,447.9700012207031,450.6300048828125,445.94000244140625,447.57000732421875,436.943359375,79272700
2022-04-17,443.54998779296875,444.7300109863281,437.67999267578125,437.7900085449219,427.3955078125,97869500
2022-04-24,436.9100036621094,438.0799865722656,425.44000244140625,426.0400085449219,415.9245300292969,132471800
2022-05-01,423.5899963378906,425.8699951171875,411.2099914550781,412.0,402.2178955078125,145491100
2022-05-08,411.1000061035156,414.79998779296875,405.7300109863281,411.3399963378906,401.5735168457031,151770800
2022-05-15,396.7099914550781,403.17999267578125,395.6099853515625,401.7200012207031,392.1819763183594,104174400
2022-05-22,393.25,397.0299987792969,380.5400085449219,389.6300048828125,380.3789978027344,131432200
2022-05-29,407.9100036621094,415.3800048828125,407.70001220703125,415.260009765625,405.40045166015625,84768700
2022-06-05,412.3999938964844,414.0400085449219,409.510009765625,410.5400085449219,400.79254150390625,71874300
2022-06-12,394.8800048828125,395.7799987792969,389.75,389.79998779296875,380.54498291015625,132893900
2022-06-19,365.510009765625,369.3800048828125,362.1700134277344,365.8599853515625,358.71624755859375,111113900
2022-06-26,381.3999938964844,390.0899963378906,381.3699951171875,390.0799865722656,382.4633483886719,98050300
2022-07-03,376.55999755859375,381.70001220703125,373.79998779296875,381.239990234375,373.79595947265625,74839700
2022-07-10,387.2699890136719,390.6400146484375,385.6600036621094,388.6700134277344,381.0809020996094,72397800
2022-07-17,382.54998779296875,385.25,380.5400085449219,385.1300048828125,377.6100158691406,79060400
2022-07-24,398.9200134277344,400.17999267578125,392.75,395.0899963378906,387.37554931640625,72197300
2022-07-31,407.5799865722656,413.0299987792969,406.7699890136719,411.989990234375,403.945556640625,87003700
2022-08-07,409.6600036621094,414.1499938964844,409.6000061035156,413.4700012207031,405.3966369628906,56814900
2022-08-14,422.0299987792969,427.2099914550781,421.0299987792969,427.1000061035156,418.7605285644531,61694500
2022-08-21,424.9800109863281,425.260009765625,421.2200012207031,422.1400146484375,413.8973693847656,68016900
2022-08-28,419.3900146484375,419.9599914550781,405.25,405.30999755859375,397.3959655761719,103087000
2022-09-04,400.2799987792969,401.55999755859375,390.3299865722656,392.239990234375,384.5811462402344,99632100
2022-09-11,402.739990234375,407.510009765625,402.4599914550781,406.6000061035156,398.6607666015625,76706900
2022-09-18,384.1400146484375,386.25,382.1099853515625,385.55999755859375,379.5845031738281,103084800
2022-09-25,370.5799865722656,370.6199951171875,363.2900085449219,367.95001220703125,362.2474365234375,122346900
2022-10-02,361.79998779296875,365.9100036621094,357.0400085449219,357.17999267578125,351.6443176269531,153711200
2022-10-09,368.9700012207031,373.2900085449219,360.94000244140625,362.7900085449219,357.16741943359375,107789500
2022-10-16,368.54998779296875,370.260009765625,356.9599914550781,357.6300048828125,352.0873718261719,123737000
2022-10-23,365.1199951171875,374.79998779296875,363.5400085449219,374.2900085449219,368.48919677734375,131038400
2022-10-30,379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,382.9908142089844,100302000
2022-11-06,377.0,378.8699951171875,370.0,376.3500061035156,370.5172424316406,103505200
2022-11-13,395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,392.33380126953125,93839900
2022-11-20,397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,389.8922119140625,92922500
2022-11-27,401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,396.0946044921875,30545400
2022-12-04,402.25,407.8599853515625,402.1400146484375,406.9100036621094,400.6036376953125,85342700
2022-12-11,394.94000244140625,397.6199951171875,393.1499938964844,393.2799987792969,387.1848449707031,81447700
2022-12-18,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,379.06268310546875,119858000
2022-12-25,379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,378.7066650390625,59857300
2023-01-01,380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,378.23193359375,84022200
2023-01-08,382.6099853515625,389.25,379.4100036621094,388.0799865722656,383.81988525390625,104189600
2023-01-15,393.6199951171875,399.1000061035156,393.3399963378906,398.5,394.1255187988281,63903900
2023-01-22,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,391.5342712402344,91806400
2023-01-29,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,401.2266845703125,68346200
2023-02-05,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,407.823486328125,94736800
2023-02-12,405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,403.560791015625,70769700
2023-02-19,406.05999755859375,407.510009765625,404.04998779296875,407.260009765625,402.7893371582031,89257800
2023-02-26,395.4200134277344,397.25,393.6400146484375,396.3800048828125,392.0287780761719,108194400
2023-03-05,399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,399.7530517578125,90120000
2023-03-12,390.989990234375,393.1600036621094,384.32000732421875,385.9100036621094,381.6737060546875,189253000
2023-03-19,393.2200012207031,394.3999938964844,388.54998779296875,389.989990234375,387.18096923828125,140553400
2023-03-26,391.8399963378906,395.8399963378906,389.3999938964844,395.75,392.8995056152344,107682400
2023-04-02,404.6600036621094,409.70001220703125,404.54998779296875,409.3900146484375,406.4412536621094,112062600
2023-04-09,406.7699890136719,409.4800109863281,405.67999267578125,409.19000244140625,406.2427062988281,63743300
2023-04-16,412.80999755859375,415.0899963378906,410.05999755859375,412.4599914550781,409.4891357421875,78161500
2023-04-23,412.19000244140625,412.67999267578125,410.1700134277344,412.20001220703125,409.23101806640625,73457400
2023-04-30,411.489990234375,415.94000244140625,411.42999267578125,415.92999267578125,412.9341125488281,89335600
2023-05-07,408.9100036621094,413.7200012207031,408.6400146484375,412.6300048828125,409.6579284667969,87844000
2023-05-14,413.4200134277344,413.6400146484375,409.07000732421875,411.5899963378906,408.6253967285156,70439400
2023-05-21,420.1700134277344,420.7200012207031,417.3500061035156,418.6199951171875,415.6047668457031,103679700
2023-05-28,415.3299865722656,420.7699890136719,415.25,420.0199890136719,416.9946594238281,93830000
2023-06-04,424.5,428.739990234375,423.95001220703125,427.9200134277344,424.8377990722656,91366700
2023-06-11,429.9599914550781,431.989990234375,428.8699951171875,429.8999938964844,426.8034973144531,85742800
2023-06-18,443.0199890136719,443.6099853515625,438.9700012207031,439.4599914550781,437.9153137207031,114121300
2023-06-25,432.92999267578125,435.05999755859375,432.4700012207031,433.2099914550781,431.6872863769531,92074500
2023-07-02,441.44000244140625,444.29998779296875,441.1099853515625,443.2799987792969,441.7218933105469,104921500
2023-07-09,438.6300048828125,442.6400146484375,438.29998779296875,438.54998779296875,437.0085144042969,86076100
2023-07-16,450.4800109863281,451.3599853515625,448.489990234375,449.2799987792969,447.7008056640625,69761800
2023-07-23,453.9599914550781,454.1700134277344,452.1700134277344,452.17999267578125,450.5906066894531,71245400
2023-07-30,455.8800048828125,457.7799987792969,452.489990234375,456.9200134277344,455.31396484375,80011800
2023-08-06,450.7200012207031,452.8999938964844,446.2699890136719,446.80999755859375,445.2394714355469,100052300
2023-08-13,443.9700012207031,446.70001220703125,443.3500061035156,445.6499938964844,444.08355712890625,68664600
2023-08-20,433.3699951171875,437.57000732421875,433.010009765625,436.5,434.9657287597656,98758400
2023-08-27,438.67999267578125,441.29998779296875,435.0,439.9700012207031,438.42352294921875,102325100
2023-09-03,453.1700134277344,453.6700134277344,449.67999267578125,451.19000244140625,449.6040954589844,58875700
2023-09-10,444.8999938964844,447.1099853515625,444.5299987792969,445.5199890136719,443.9540100097656,61659700
2023-09-17,447.1400146484375,447.4800109863281,442.9200134277344,443.3699951171875,443.3699951171875,111761400
2023-09-24,432.45001220703125,434.1000061035156,429.989990234375,430.4200134277344,430.4200134277344,100829700
2023-10-01,431.6700134277344,431.8500061035156,425.9100036621094,427.4800109863281,427.4800109863281,115078500
2023-10-08,421.9700012207031,431.1300048828125,420.6000061035156,429.5400085449219,429.5400085449219,113202700
2023-10-15,435.2099914550781,436.45001220703125,429.8800048828125,431.5,431.5,95143100
2023-10-22,425.9800109863281,426.5400085449219,421.0799865722656,421.19000244140625,421.19000244140625,123845800
2023-10-29,414.19000244140625,414.6000061035156,409.2099914550781,410.67999267578125,410.67999267578125,107367700
2023-11-05,433.1400146484375,436.2900085449219,433.010009765625,434.69000244140625,434.69000244140625,100110800
2023-11-12,435.9800109863281,440.92999267578125,433.8299865722656,440.6099853515625,440.6099853515625,89462200
2023-11-19,450.239990234375,451.4200134277344,449.2900085449219,450.7900085449219,450.7900085449219,83133200
2023-11-26,454.9800109863281,456.3800048828125,453.8900146484375,455.0199890136719,455.0199890136719,59394900
